0	0
1	0
2	0
3	0
4	1
5	1
6	0
7	0
8	1
9	0
10	0
11	1
12	0
13	1
14	1
15	1
16	1
17	0
18	0
19	0
20	1
21	1
22	1
23	0
24	0
25	1
26	1
27	1
28	1
29	0
30	0
31	0
32	1
33	1
34	0
35	1
36	0
37	0
38	0
39	0
40	1
41	1
42	1
43	1
44	1
45	0
46	0
47	0
48	0
49	1
50	0
51	1
52	0
53	1
54	1
55	1
56	1
57	0
58	1
59	0
60	0
61	0
62	1
63	0
64	1
65	0
66	0
67	1
68	1
69	0
70	1
71	0
72	1
73	1
74	0
75	0
76	0
77	1
78	1
79	0
80	1
81	1
82	1
83	0
84	0
85	0
86	0
87	0
88	0
89	1
90	1
91	0
92	1
93	0
94	0
95	1
96	0
97	0
98	1
99	0
100	0
101	0
102	0
103	0
104	1
105	0
106	0
107	0
108	1
109	0
110	0
111	1
112	0
113	1
114	0
115	0
116	0
117	0
118	0
119	0
120	0
121	1
122	1
123	0
124	0
125	1
126	0
127	0
128	0
129	0
130	0
131	0
132	0
133	0
134	1
135	0
136	0
137	1
138	1
139	0
140	0
141	0
142	1
143	1
144	0
145	1
146	1
147	1
148	1
149	0
150	0
151	1
152	1
153	0
154	1
155	1
156	1
157	1
158	0
159	1
160	0
161	0
162	1
163	0
164	0
165	1
166	0
167	0
168	0
169	0
170	0
171	1
172	0
173	1
174	0
175	0
176	1
177	0
178	0
179	0
180	1
181	0
182	0
183	0
184	0
185	0
186	0
187	1
188	1
189	0
190	1
191	0
192	0
193	1
194	1
195	0
196	0
197	1
198	0
199	1
200	0
201	1
202	0
203	0
204	1
205	1
206	0
207	0
208	1
209	1
210	0
211	1
212	0
213	1
214	1
215	1
216	1
217	1
218	1
219	1
220	1
221	1
222	1
223	1
224	1
225	1
226	1
227	1
228	0
229	0
230	1
231	1
232	1
233	1
234	0
235	1
236	0
237	1
238	1
239	1
240	0
241	0
242	0
243	0
244	0
245	0
246	0
247	0
248	0
249	0
250	1
251	1
252	0
253	0
254	0
255	0
256	0
257	0
258	0
259	1
260	1
261	1
262	0
263	1
264	0
265	0
266	1
267	1
268	0
269	0
270	1
271	1
272	1
273	0
274	0
275	0
276	0
277	0
278	0
279	0
280	1
281	0
282	0
283	0
284	1
285	1
286	1
287	0
288	1
289	1
290	1
291	1
292	0
293	0
294	0
295	0
296	1
297	1
298	1
299	1
300	1
301	1
302	0
303	0
304	0
305	1
306	0
307	0
308	0
309	1
310	0
311	0
312	0
313	1
314	0
315	0
316	0
317	0
318	0
319	1
320	0
321	1
322	0
323	1
324	0
325	1
326	0
327	0
328	0
329	0
330	0
331	0
332	1
333	0
334	0
335	0
336	0
337	1
338	0
339	1
340	1
341	0
342	0
343	1
344	1
345	1
346	0
347	1
348	0
349	0
350	0
351	1
352	1
353	0
354	0
355	0
356	0
357	0
358	1
359	1
360	1
361	1
362	0
363	0
364	0
365	1
366	0
367	0
368	0
369	0
370	1
371	0
372	0
373	1
374	1
375	0
376	0
377	1
378	0
379	1
380	0
381	1
382	1
383	0
384	0
385	0
386	0
387	0
388	1
389	0
390	1
391	0
392	0
393	0
394	0
395	0
396	1
397	0
398	0
399	0
400	1
401	1
402	0
403	1
404	1
405	0
406	0
407	0
408	0
409	1
410	1
411	0
412	0
413	0
414	0
415	1
416	1
417	0
418	0
419	0
420	0
421	0
422	1
423	1
424	0
425	1
426	0
427	0
428	1
429	0
430	0
431	1
432	0
433	1
434	0
435	1
436	0
437	1
438	0
439	0
440	0
441	1
442	0
443	0
444	1
445	1
446	0
447	1
448	1
449	1
450	1
451	0
452	1
453	1
454	1
455	0
456	0
