0	1
1	0
2	1
3	1
4	1
5	1
6	1
7	0
8	1
9	1
10	0
11	0
12	1
13	1
14	1
15	1
16	1
17	0
18	1
19	0
20	0
21	1
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	1
30	1
31	1
32	0
33	0
34	1
35	1
36	1
37	0
38	0
39	1
40	1
41	0
42	1
43	1
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	1
54	0
55	1
56	1
57	0
58	1
59	0
60	0
61	1
62	1
63	1
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	1
72	0
73	0
74	0
75	1
76	1
77	0
78	0
79	1
80	0
81	0
82	0
83	1
84	0
85	1
86	0
87	1
88	0
89	1
90	0
91	0
92	1
93	1
94	0
95	1
96	0
97	1
98	0
99	0
100	1
101	1
102	0
103	0
104	0
105	0
106	1
107	1
108	1
109	1
110	0
111	0
112	0
113	1
114	1
115	1
116	0
117	0
118	1
119	1
120	0
121	1
122	0
123	1
124	1
125	0
126	1
127	0
128	0
129	0
130	1
131	0
132	0
133	1
134	1
